External_ID__c,Name,Drug__r.Drug_Code__c,Order__c,Description__c,Criteria_Logic__c,Always_Run__c
H2Bniza_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,H2Bniza,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
harvoni_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,harvoni,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Humira_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Humira,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
hydromorph50inj_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,hydromorph50inj,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
hydromorphSR_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,hydromorphSR,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
hydroxyurea_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,hydroxyurea,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
hydroxyzine_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,hydroxyzine,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
icat_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,icat,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
incobot_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,incobot,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
indapamide_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,indapamide,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
inflix_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,inflix,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
interferonA_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,interferonA,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
interferonB1B_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,interferonB1B,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
isavuconazole_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,isavuconazole,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ismn_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ismn,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
itraconazole_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,itraconazole,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ivabradine_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ivabradine,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ixekiz_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ixekiz,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LABAflutsalm_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LABAflutsalm,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LABAflutvila_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LABAflutvila,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LABAform_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LABAform,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LABAformbude_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LABAformbude,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LABAformmom_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LABAformmom,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LABAsalm_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LABAsalm,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
lacolaco_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,lacolaco,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
lacopera_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,lacopera,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
lactulose_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,lactulose,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LAinsulinbasa_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LAinsulinbasa,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Lainsulindete_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Lainsulindete,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
lamivudine_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,lamivudine,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LBMdiph_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LBMdiph,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
LBMlope_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,LBMlope,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
leflunomide_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,leflunomide,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
leuprolide_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,leuprolide,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
levetiracetam_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,levetiracetam,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
linezolid_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,linezolid,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Maintenaarip_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Maintenaarip,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Maintenapalisust_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Maintenapalisust,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Maintenapalitrin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Maintenapalitrin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Maintenarisp_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Maintenarisp,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
maviret_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,maviret,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
meloxicam_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,meloxicam,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
mepolizumab_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,mepolizumab,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
mercaptopurine_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,mercaptopurine,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
methotrexatePFsyringe_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,methotrexatePFsyringe,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
methotrexateVial_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,methotrexateVial,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
miniMed_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,miniMed,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
mmf_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,mmf,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
modafinil_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,modafinil,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
mometNS_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,mometNS,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nabumetone_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nabumetone,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nadroparin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nadroparin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
naproEC_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,naproEC,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
natalizumab_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,natalizumab,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nebulesbude_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nebulesbude,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nebulescrom_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nebulescrom,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nebulesipra_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nebulesipra,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nebulesiprasalb_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nebulesiprasalb,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nebulessalb_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nebulessalb,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
netupitant_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,netupitant,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nintedanib_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nintedanib,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
nitisinone_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,nitisinone,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
NSAIDdiflu_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,NSAIDdiflu,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
NSAIDflur_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,NSAIDflur,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
NSAIDindo_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,NSAIDindo,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
NSAIDketo_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,NSAIDketo,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
NSAIDketoSR_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,NSAIDketoSR,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
OBE_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,OBE,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ocrelizumab_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ocrelizumab,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ofloxacin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ofloxacin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
olan_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,olan,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
omnipod_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,omnipod,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
onabot_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,onabot,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
other_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,other,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
otherInsulinPumpNotApproved_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,otherInsulinPumpNotApproved,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Pagetsalen_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Pagetsalen,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Pagetsrise_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Pagetsrise,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
PAH1_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,PAH1,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
PAH2_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,PAH2,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
PAH4_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,PAH4,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
PAH5_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,PAH5,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
pamidronate_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,pamidronate,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
pentazocine_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,pentazocine,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
pimecro_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,pimecro,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
pirfenidone_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,pirfenidone,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
piroxicam_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,piroxicam,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
prami_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,prami,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
propranolol_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,propranolol,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
prostaglandin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,prostaglandin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ralox_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ralox,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Rebif_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Rebif,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
rifaximin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,rifaximin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
risan_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,risan,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ritux_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ritux,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ropinirole_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ropinirole,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
rotig_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,rotig,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
rufinamide_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,rufinamide,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
sarilumab_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,sarilumab,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
secukinumab_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,secukinumab,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
semaglutide_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,semaglutide,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
SGLT2_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,SGLT2,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
sildenafil_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,sildenafil,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
solifen_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,solifen,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
somatropin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,somatropin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
sovaldi_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,sovaldi,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
statinsfluv_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,statinsfluv,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
statinslova_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,statinslova,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
statinsprav_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,statinsprav,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
statinssimv_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,statinssimv,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
stiripen_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,stiripen,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
sulindac_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,sulindac,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
sumatrip_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,sumatrip,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tacrotopical_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tacrotopical,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tadalafil_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tadalafil,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tenofovir_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tenofovir,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tenoxicam_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tenoxicam,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
terbinafine_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,terbinafine,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
teriflunomide_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,teriflunomide,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
testosteronecypi_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,testosteronecypi,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
testosteroneenan_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,testosteroneenan,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
testosteroneprop_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,testosteroneprop,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tiaprofenic_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tiaprofenic,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ticag_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ticag,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ticlo_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ticlo,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tinzaparin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tinzaparin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tizan_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tizan,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tobi_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tobi,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tociliz_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tociliz,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
tretinoin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,tretinoin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
Twynsta_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,Twynsta,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
TZDpio_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,TZDpio,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
uste_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,uste,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
valganciclovir_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,valganciclovir,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
vancomycin_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,vancomycin,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
vedoIV_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,vedoIV,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
voriconazole_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,voriconazole,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
vosevi_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,vosevi,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
ypsoPump_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,ypsoPump,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
zepatier_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,zepatier,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
zip_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,zip,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
zopiclone_200_Pharmanet_Payload_if_Approved,Pharmanet Payload if Approved,zopiclone,200,Migrated from Drug Template records to criteria-based actions.,AND(1),false
